horse_name,jockey,trainer,actual_weight,declared_horse_weight,draw,finish_time,win_odds,running_position_1,running_position_2,running_position_3,finishing_position
FANTASTICLIFE,J Moreira,C Fownes,122,1105,4,1.22.63,2.4,9,8,5,1
MY DARLING,J Moreira,J Size,125,1157,1,1.22.14,2.1,5,6,3,2
ARIZONA BLIZZARD,J Moreira,J Size,121,1123,10,1.23.07,10,6,4,2,7
ARM RUNDA,J Moreira,J Size,125,1184,9,1.10.81,8.7,2,2,8,8
ROBUST MOMENTUM,J Moreira,C Fownes,119,1206,7,1.22.91,4.8,4,5,5,5
LOVE SHOCK,J Moreira,J Size,128,1296,10,1.09.46,1.8,5,5,5,5
PREMIERE,J Moreira,J Size,128,1116,2,0.57.36,3.3,1,1,4,4
UNICRON JEWELLERY,J Moreira,J Size,125,1133,5,1.35.64,1.9,5,5,5,2
BEAT THE CLOCK,J Moreira,J Size,126,1141,14,1.22.75,2.6,1,1,2,1
EASTERN EXPRESS,J Moreira,J Size,115,1170,3,1.47.31,3.1,8,6,8,3
VOLITATION,J Moreira,J Size,121,1147,3,1.22.43,3.4,3,4,4,3
GIDDY GIDDY,J Moreira,J Size,131,1127,10,0.58.74,2.5,1,2,6,6
SPICY DOUBLE,J Moreira,K L Man,127,1120,10,1.42.03,3.7,10,10,9,3
KIRAM,J Moreira,D E Ferraris,133,1121,7,1.41.80,2.1,6,7,6,2
FORMULA GALORE,J Moreira,C Fownes,122,1087,7,1.11.57,2.1,9,10,11,11
BREEDERS' STAR,J Moreira,D E Ferraris,127,1157,1,1.10.96,3.9,3,3,1,1
INDUSTRIALIST WAY,J Moreira,C H Yip,129,1210,11,1.56.06,9.1,7,10,10,9
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,120,1079,5,1.10.88,3.2,2,3,2,2
TRAVEL DATUK,J Moreira,R Gibson,119,1070,6,1.10.89,16,10,10,7,7
HIGH SPEED METRO,J Moreira,L Ho,116,1160,4,2.03.75,2.8,7,7,7,1
PRAWN BABA,J Moreira,J Size,125,1101,3,1.35.07,7.4,4,4,4,2
HOUSE OF FUN,J Moreira,J Size,133,1224,8,1.09.47,2.2,2,2,1,1
CONSISTENT,J Moreira,T P Yung,132,969,3,1.40.07,7.2,4,3,4,2
WISKY,J Moreira,J Size,129,1189,1,1.22.52,4.3,4,3,2,3
ELECTRONIC PHOENIX,J Moreira,T P Yung,133,1188,7,1.39.51,4.6,10,11,8,1
SOUTHERN EXPRESS,J Moreira,J Size,125,1058,5,1.22.80,2.4,5,6,7,9
FORTUNE BO BO,J Moreira,T P Yung,115,1093,5,0.56.90,3.4,1,1,2,2
RACING SUPERNOVA,J Moreira,W Y So,119,1144,8,1.21.00,5,10,6,6,1
WESTERN EXPRESS,J Moreira,J Size,125,1266,11,1.09.29,5.3,10,9,1,1
OPTIMISM,J Moreira,D E Ferraris,128,1068,12,1.11.19,6.8,12,12,3,3
WONDERFUL FIGHTER,J Moreira,P F Yiu,131,1144,1,0.57.52,3.5,6,3,2,2
COUR VALANT,J Moreira,D Cruz,132,1035,8,1.11.07,4.6,6,4,2,2
NEWSWIRE FREE,J Moreira,P F Yiu,129,1113,7,1.41.26,3.7,7,7,9,6
KING BOUNTIFUL,J Moreira,J Size,122,1121,9,1.40.64,4.1,7,7,7,1
ROYAL PARTNER,J Moreira,C Fownes,116,1074,9,1.41.35,4.9,9,10,10,4
WINNIE'S HONEY,J Moreira,C Fownes,116,1018,10,1.48.75,1.9,12,12,11,1
WHO'STHEDUDE,J Moreira,C S Shum,118,1125,8,1.10.17,4.3,9,7,2,2
AMAZING FEELING,J Moreira,R Gibson,130,1109,5,1.22.34,2.4,7,7,7,3
MR STUNNING,J Moreira,J Size,119,1117,1,1.09.50,1.8,10,9,4,4
MONEY BOY,J Moreira,J Size,125,1057,12,1.09.97,3,3,3,3,3
ASHKIYR,J Moreira,J Moore,133,1077,6,1.47.72,5,11,11,11,3
EASY HEDGE,J Moreira,J Size,115,1097,1,2.03.54,2.5,3,4,5,8
VOLITATION,J Moreira,J Size,117,1152,4,1.21.74,2.8,1,4,2,1
MILITARY ATTACK,J Moreira,C Fownes,123,1021,2,2.01.19,3.8,4,5,5,3
SUN JEWELLERY,J Moreira,J Size,123,1134,5,1.33.83,3.2,6,6,5,3
AMAZING KIDS,J Moreira,J Size,123,1163,5,1.08.65,3.9,6,7,5,5
CHEEKY TOO,J Moreira,J Moore,125,1161,7,1.34.61,16,3,4,5,3
GIDDY GIDDY,J Moreira,J Size,132,1127,12,0.58.62,4.2,3,5,8,8
SWEET BEAN,J Moreira,C Fownes,131,1031,1,1.52.26,2.5,6,7,9,4
GRACYDAD,J Moreira,D J Hall,129,1102,11,1.10.86,3,2,1,3,3
SPEEDY ACHIEVER,J Moreira,A T Millard,132,1222,4,1.11.05,2.9,5,5,2,2
SUPER SPRINTER,J Moreira,C S Shum,129,1043,1,1.41.63,1.9,5,7,8,1
RED MARVEL,J Moreira,J Size,119,1083,11,1.40.93,8.7,9,8,7,3
THE SYLPH,J Moreira,D E Ferraris,120,1025,1,1.41.42,3,4,6,5,3
THOR THE GREATEST,J Moreira,T P Yung,122,1192,10,1.11.50,6.6,2,2,7,7
SOUTHERN EXPRESS,J Moreira,J Size,125,1061,12,1.25.00,2.3,7,2,2,14
BEAT THE CLOCK,J Moreira,J Size,116,1118,14,1.21.90,2,5,4,3,2
MY DARLING,J Moreira,J Size,124,1161,9,1.22.36,3.5,1,3,4,4
FANTASTICLIFE,J Moreira,C Fownes,128,1111,4,1.23.33,2.9,11,9,9,3
PREMIERE,J Moreira,J Size,129,1116,12,0.57.34,2.9,2,2,2,2
FIVE UP HIGH,J Moreira,A T Millard,117,1110,10,1.09.85,7.1,4,3,4,4
UNICRON JEWELLERY,J Moreira,J Size,127,1131,3,1.35.50,2.1,3,3,3,1
HARBOUR MASTER,J Moreira,J Moore,133,1155,4,1.34.53,8.5,10,9,9,6
ARIZONA BLIZZARD,J Moreira,J Size,118,1119,3,1.08.69,3.6,10,7,1,1
UNICORN,J Moreira,C S Shum,128,1084,5,1.34.89,2.5,11,12,14,8
SNOWHOOVES,J Moreira,D Cruz,123,1081,10,1.10.93,5,5,6,3,3
DOUBLE POINT,J Moreira,C Fownes,123,1027,2,1.41.11,4,6,6,5,1
WINNING BOY,J Moreira,R Gibson,116,974,10,1.10.65,11,7,7,2,2
LOVE CHUNGHWA,J Moreira,T P Yung,128,1142,11,1.11.21,4.6,11,11,7,7
KING BOUNTIFUL,J Moreira,J Size,128,1134,12,1.52.97,5.8,8,8,7,12
WAYFOONG VINNIE,J Moreira,J Size,118,1122,2,1.10.63,3.3,5,5,7,7
VICTORY BOYS,J Moreira,D J Hall,118,1180,2,1.49.77,2,8,9,8,2
WHO ELSE BUT YOU,J Moreira,P O'Sullivan,122,1084,2,1.10.51,3.4,3,3,5,5
SLEDGE HAMMER,J Moreira,D Cruz,130,1229,9,1.09.02,3.2,8,8,1,1
HAPPY METEOR,J Moreira,J Moore,120,1173,6,1.09.07,5.7,7,8,7,7
DRAGON HARMONY,J Moreira,J Moore,133,1194,13,1.49.08,2.8,1,1,1,1
MONEY BOY,J Moreira,J Size,123,1075,8,1.09.60,2.5,8,7,3,3
I'M THE WON FOR U,J Moreira,T K Ng,126,1063,5,1.09.48,5.2,4,3,7,7
FLYING MACHINE,J Moreira,W Y So,117,1085,7,1.39.51,2.8,7,7,7,2
FORTUNE BO BO,J Moreira,T P Yung,118,1075,10,0.57.39,5.2,4,3,5,5
WISKY,J Moreira,J Size,129,1193,7,1.23.23,4.5,8,8,9,4
RED MARVEL,J Moreira,J Size,119,1081,1,1.38.27,3.3,1,1,1,2
HARD BALL GET,J Moreira,D J Hall,116,1044,12,1.22.24,8.3,8,12,10,6
SPICY DOUBLE,J Moreira,K L Man,132,1113,11,1.42.05,3.2,10,10,10,6
FOREVER RED,J Moreira,J Size,130,1146,6,0.57.69,5.3,9,6,9,9
LOVE SHOCK,J Moreira,J Size,128,1288,12,1.09.84,2.4,11,10,1,1
ST YAZIN,J Moreira,T K Ng,121,1078,9,0.58.47,6.8,10,11,9,9
GOOD CHOICE,J Moreira,C H Yip,133,1026,6,1.41.16,14,10,9,7,3
WONDERFUL FIGHTER,J Moreira,P F Yiu,133,1150,5,1.10.67,1.9,3,3,1,1
AEROLUMINANCE,J Moreira,P O'Sullivan,119,1202,11,1.44.02,41,2,1,2,12
CHOICE TREASURE,J Moreira,C H Yip,119,1131,5,1.41.17,22,4,5,5,5
WINNIE'S HONEY,J Moreira,C Fownes,127,1007,3,1.49.30,2,8,9,8,7
HOUSE OF FUN,J Moreira,J Size,119,1210,7,1.09.55,6.2,4,4,4,4
WESTERN EXPRESS,J Moreira,J Size,119,1266,12,1.36.34,4.6,10,10,11,8
EASY HEDGE,J Moreira,J Size,115,1102,7,1.48.53,5.9,8,9,10,4
BEAT THE CLOCK,J Moreira,J Size,117,1127,12,1.22.17,1.8,2,3,4,2
SATONO CROWN,J Moreira,N Hori,126,1069,9,2.26.22,20,10,10,9,1
AMAZING KIDS,J Moreira,J Size,126,1153,7,1.09.00,6.9,12,10,4,4
BLIZZARD,J Moreira,P F Yiu,125,1136,9,1.23.13,3.8,8,10,4,1
ABLE FRIEND,J Moreira,J Moore,126,1256,14,1.33.78,3.2,12,13,12,6
DESIGNS ON ROME,J Moreira,J Moore,126,1085,6,2.01.84,7.9,12,12,12,8
MR STUNNING,J Moreira,J Size,122,1113,11,1.09.16,1.6,1,1,1,1
KING BOUNTIFUL,J Moreira,J Size,127,1123,4,2.17.12,3.4,6,5,5,5
MANHATTAN STRIKER,J Moreira,C Fownes,130,1096,2,1.11.72,3.3,4,4,11,11
GARLIC YEAH,J Moreira,C H Yip,126,983,5,1.51.20,4.3,7,10,11,1
GRACYDAD,J Moreira,D J Hall,132,1101,12,1.10.65,6.4,9,8,3,3
SPINNING DANCER,J Moreira,K L Man,125,1047,9,1.41.18,4.8,4,4,5,3
TRAVEL DATUK,J Moreira,R Gibson,131,1071,4,1.10.20,10,8,5,6,6
MARVEL HERO,J Moreira,C Fownes,127,983,1,1.39.73,3,6,8,8,1
HAPPY SPIRIT,J Moreira,A S Cruz,132,1099,7,1.39.72,3.8,6,5,3,1
JIMSON THE FAMOUS,J Moreira,C H Yip,131,1042,10,1.39.77,2.4,10,10,8,2
UNICRON JEWELLERY,J Moreira,J Size,116,1127,1,1.34.69,2.1,4,3,2,3
ENREACHING,J Moreira,J Size,132,1058,9,0.57.77,8,12,7,5,5
HARBOUR MASTER,J Moreira,J Moore,133,1163,7,1.39.19,3.1,7,7,7,5
MONEY BOY,J Moreira,J Size,125,1077,8,1.09.62,2.5,6,5,1,1
GO BEAUTY GO,J Moreira,J Moore,125,1146,10,1.35.58,2,8,7,7,3
SPICY KAKA,J Moreira,J Moore,128,1166,7,1.23.53,7,10,11,9,10
ORIONIDS,J Moreira,C S Shum,116,1267,4,1.10.27,2.4,4,5,7,7
ADVENTURER,J Moreira,Y S Tsui,128,1089,5,0.56.80,2.7,2,2,5,5
BIG BANG BONG,J Moreira,J Size,128,1066,3,1.22.20,4.6,3,3,3,4
SUPER FORM,J Moreira,A T Millard,130,1110,4,1.40.04,2.6,6,7,5,3
FAITHFUL BOY,J Moreira,Y S Tsui,129,1098,6,1.41.38,4,4,5,7,8
NEVER BETTER,J Moreira,P O'Sullivan,129,1176,4,1.10.50,2.2,8,9,2,2
SPEEDY ACHIEVER,J Moreira,A T Millard,133,1216,4,1.11.03,2.1,7,8,3,3
SUPER SPRINTER,J Moreira,C S Shum,133,1047,8,1.40.43,6.6,8,8,6,1
LOTUS STRIKES BACK,J Moreira,J Moore,123,1035,7,2.17.72,10,8,9,10,5
GREEN CARD,J Moreira,J Moore,131,1163,1,1.10.16,2.2,7,8,8,8
SUPER TURBO,J Moreira,D J Hall,116,1025,11,1.09.55,3.5,10,8,2,2
STARRY STARLIES,J Moreira,P O'Sullivan,117,1162,11,1.11.36,3.8,12,8,3,3
RED MARVEL,J Moreira,J Size,116,1074,13,1.38.81,7.2,1,1,1,2
MY DARLING,J Moreira,J Size,122,1144,10,1.21.67,2.8,6,6,4,1
PAKISTAN STAR,J Moreira,A S Cruz,130,1118,3,1.22.00,1.2,5,5,2,1
AUTOPAY,J Moreira,C S Shum,127,1009,9,1.13.28,3.7,3,3,13,13
HOUSE OF FUN,J Moreira,J Size,125,1215,8,1.09.27,2.1,3,3,1,1
ASHKIYR,J Moreira,J Moore,127,1077,7,1.48.56,10,7,6,6,4
DRAGON HARMONY,J Moreira,J Moore,123,1188,13,1.40.41,3.2,1,1,1,4
DRAGON MASTER,J Moreira,C W Chang,132,1083,3,0.58.25,7.1,9,10,5,5
DINOZZO,J Moreira,J Size,117,1039,6,2.02.01,2.5,5,6,9,2
FRANCE VALOUR,J Moreira,T P Yung,126,1148,10,2.14.75,8.6,4,3,4,13
BEAT THE CLOCK,J Moreira,J Size,119,1128,11,1.22.57,2.8,3,4,3,3
MR STUNNING,J Moreira,J Size,127,1111,11,1.09.09,2,1,1,3,3
BOND ELEGANCE,J Moreira,J Size,125,1045,10,0.58.01,2.2,4,6,8,8
SPICY DOUBLE,J Moreira,K L Man,127,1115,14,1.23.61,6.2,9,9,8,7
INFINITY ENDEAVOUR,J Moreira,J Size,126,1104,9,1.09.92,3.4,7,7,4,4
SUPER LEADER,J Moreira,C H Yip,132,1122,8,1.11.09,3,8,7,13,13
TEAM SWEET,J Moreira,J Moore,129,1089,13,1.22.95,3.2,14,12,10,7
BLIZZARD,J Moreira,P F Yiu,121,1138,7,1.21.22,2.6,7,7,7,1
UNICRON JEWELLERY,J Moreira,J Size,116,1120,1,1.35.37,2.2,3,4,4,9
TREASURE AND GOLD,J Moreira,C H Yip,126,1143,9,1.11.32,3.7,6,5,4,4
GRACYDAD,J Moreira,D J Hall,131,1103,5,1.11.12,2.2,8,7,3,3
GRACE HEART,J Moreira,C Fownes,132,973,12,1.11.86,10,4,5,12,12
WISKY,J Moreira,J Size,129,1178,4,1.41.31,2.2,5,6,2,3
EASY HEDGE,J Moreira,J Size,118,1097,3,1.49.35,2.9,5,4,4,1
WONDERFUL FIGHTER,J Moreira,P F Yiu,122,1155,7,1.10.97,4.4,2,2,4,4
BASIC TRILOGY,J Moreira,J Moore,116,1204,1,1.49.95,4.4,5,5,5,4
VARA PEARL,J Moreira,A T Millard,121,1053,9,1.40.38,3.3,12,12,10,3
GORGEOUS AGAIN,J Moreira,C S Shum,127,1066,12,1.35.51,4.4,10,10,10,3
WESTERN EXPRESS,J Moreira,J Size,118,1265,8,1.34.45,4.1,12,13,13,3
BEAUTY LOVE,J Moreira,A S Cruz,133,1062,4,1.23.03,3.9,6,8,6,4
AMAZING KIDS,J Moreira,J Size,132,1159,1,0.55.90,5.8,5,5,1,1
FLYING GODSPELL,J Moreira,Y S Tsui,127,1055,7,1.09.53,2.1,3,3,6,6
KING BOUNTIFUL,J Moreira,J Size,127,1137,7,1.48.77,10,12,11,12,9
BIG BANG BONG,J Moreira,J Size,126,1059,9,1.22.30,6.5,4,4,3,1
MONEY BOY,J Moreira,J Size,133,1080,13,1.22.35,3.4,1,2,2,2
ROUNDABOUT,J Moreira,W Y So,120,1121,2,1.22.06,3.8,6,7,5,1
ARIZONA BLIZZARD,J Moreira,J Size,124,1114,12,1.09.95,3.8,5,4,10,10
GLORY STAR,J Moreira,C S Shum,128,1116,4,1.40.57,2.4,6,6,5,1
BEAUTY CONNECTION,J Moreira,A S Cruz,133,1131,9,0.58.07,5.9,4,5,5,5
FORMULA GALORE,J Moreira,C Fownes,123,1102,10,1.11.41,5.8,12,12,9,9
WORKS OF ART,J Moreira,J Size,131,1110,6,1.41.04,3,8,10,9,4
LAND GRANT,J Moreira,A T Millard,133,1117,10,1.40.44,3.7,7,7,8,9
PREMIERE,J Moreira,J Size,119,1109,10,0.56.81,2.6,2,1,1,1
SEA JADE,J Moreira,J Moore,119,1189,6,1.09.84,2,1,1,1,1
STARRY STARLIES,J Moreira,P O'Sullivan,117,1169,12,1.11.45,4,11,11,7,7
INVINCIBLE DRAGON,J Moreira,J Moore,124,1201,8,1.21.65,2.2,8,9,9,1
BRIGHT STAR,J Moreira,T P Yung,129,1034,9,1.10.74,9.2,12,10,7,7
HAPPY HAPPY STAR,J Moreira,K L Man,125,1139,12,1.09.96,4.5,1,2,2,2
IMPERIAL SEAL,J Moreira,C Fownes,118,1107,7,1.35.11,3,8,6,6,1
DR LISTENING,J Moreira,J Size,122,1107,1,1.09.87,1.5,4,3,1,1
WINGOLD,J Moreira,A Lee,118,1187,5,1.23.18,7.1,4,6,5,5
FLYING FORCE,J Moreira,C H Yip,123,1074,12,1.10.05,5.7,1,1,3,3
BEAT THE CLOCK,J Moreira,J Size,121,1120,2,1.21.50,1.4,2,2,2,1
PRAWN BABA,J Moreira,J Size,133,1086,6,1.48.15,3.2,2,3,4,2
BORN DRAGON,J Moreira,C Fownes,131,1011,5,1.09.57,2.8,1,1,1,1
JIMSON THE FAMOUS,J Moreira,C H Yip,132,1062,13,1.50.73,5.3,4,2,2,6
WAH MAY FRIEND,J Moreira,A S Cruz,117,1041,2,1.10.30,3.3,4,4,8,8
RESPECT,J Moreira,J Moore,123,1161,2,1.09.65,2.2,3,2,2,2
DRAGON WARRIOR,J Moreira,W Y So,120,1175,3,1.09.63,2.4,7,6,3,3
RED MARVEL,J Moreira,J Size,126,1097,11,1.38.94,3.6,2,2,2,9
DRAGON HARMONY,J Moreira,J Moore,123,1196,6,1.50.23,2.9,1,1,1,11
LOVE SHOCK,J Moreira,J Size,133,1290,11,1.08.89,2.5,7,6,2,2
VITAL SPRING,J Moreira,J Size,126,1082,1,0.58.67,9.8,8,6,5,5
HOUSE OF FUN,J Moreira,J Size,129,1204,4,1.22.88,3.2,3,2,1,8
RIGHT CALL,J Moreira,J Size,133,1131,4,1.22.48,2.3,1,1,1,1
PLAIN BLUE BANNER,J Moreira,D E Ferraris,129,1116,9,1.23.44,7.9,13,14,14,5
HIGH VOLATILITY,J Moreira,K W Lui,131,1150,1,1.10.13,3.3,9,8,2,2
SUPER WISE,J Moreira,C H Yip,125,1156,9,0.57.49,3.1,5,6,2,2
DINOZZO,J Moreira,J Size,116,1047,14,1.47.11,1.7,8,6,5,1
CLEVER BEAVER,J Moreira,A S Cruz,132,1082,6,1.09.82,5.6,8,7,5,5
RAPPER DRAGON,J Moreira,J Moore,126,1177,8,1.34.98,2.1,5,6,5,1
GIDDY GIDDY,J Moreira,J Size,131,1128,1,0.57.99,1.9,2,2,3,3
SPEEDY WALLY,J Moreira,C Fownes,133,1092,12,1.41.91,3.4,7,1,1,3
EASY HEDGE,J Moreira,J Size,126,1104,10,2.16.92,4.4,1,3,4,6
CIRCUIT KING,J Moreira,A S Cruz,132,1125,12,1.10.83,2.7,1,1,2,2
IMPERIAL SEAL,J Moreira,C Fownes,122,1100,6,1.40.75,2.2,5,6,7,1
GRACYDAD,J Moreira,D J Hall,129,1106,9,1.10.76,7.9,3,4,6,6
BIG BANG BONG,J Moreira,J Size,133,1060,3,1.39.76,6.9,5,5,5,4
DIEGO KOSTA,J Moreira,J Size,125,1147,8,1.10.56,6.8,1,1,3,3
MARVEL HERO,J Moreira,C Fownes,121,982,6,1.39.57,2.6,7,7,7,1
TREASURE AND GOLD,J Moreira,C H Yip,124,1154,13,1.10.35,4.7,8,8,1,1
MOMENTUM LUCKY,J Moreira,J Size,133,1128,5,1.10.05,3.6,1,1,4,4
PRAWN BABA,J Moreira,J Size,131,1084,13,1.35.93,5.3,6,6,5,5
SPICY KAKA,J Moreira,J Moore,126,1152,12,1.36.12,3.7,14,13,9,4
BLAZING PASS,J Moreira,A S Cruz,119,1058,6,2.04.74,4.5,9,7,7,5
AMAZING KIDS,J Moreira,J Size,121,1161,4,1.09.49,6.8,6,5,4,4
SUPERIOR BOY,J Moreira,C W Chang,132,1156,8,1.10.47,5,6,7,5,5
MR STUNNING,J Moreira,J Size,131,1114,11,0.56.38,1.8,3,2,1,1
MONEY BOY,J Moreira,J Size,118,1090,6,1.23.10,3.4,6,3,4,9
RACING SUPERNOVA,J Moreira,W Y So,124,1134,9,1.22.16,2.8,9,9,6,2
ABLE FRIEND,J Moreira,J Moore,126,1276,12,1.34.59,4.6,11,10,9,3
PADDINGTON,J Moreira,W Y So,127,1145,9,0.58.20,2.1,7,6,9,9
LOYAL CRAFTSMAN,J Moreira,D E Ferraris,121,1074,7,2.22.93,3.9,7,9,6,11
WISKY,J Moreira,J Size,131,1181,6,1.40.94,2.5,2,3,4,1
SPARKLING SWORD,J Moreira,K W Lui,129,1179,9,1.41.67,5.6,2,2,2,1
PREMIERE,J Moreira,J Size,130,1119,7,0.57.11,1.7,2,1,1,1
LOVE SHOCK,J Moreira,J Size,130,1281,2,1.09.99,1.8,7,6,2,2
WUSHU CHAMPION,J Moreira,R Gibson,123,1159,10,1.41.17,32,12,12,12,8
LAUGHING LORD,J Moreira,C W Chang,125,1094,11,1.23.14,10,10,10,9,4
DR LISTENING,J Moreira,J Size,127,1100,10,1.10.00,3.1,8,7,6,6
BRAVO WATCHMAN,J Moreira,W Y So,127,1223,14,0.56.68,3.5,2,1,1,1
RESPECT,J Moreira,J Moore,126,1151,2,1.09.86,4,3,5,2,2
FIVE STARS AGENT,J Moreira,J Size,116,1087,13,1.22.82,8.1,1,1,1,6
MAMBO ROCK,J Moreira,D J Hall,115,1097,7,1.47.75,3.8,8,8,8,1
TEAM SWEET,J Moreira,J Moore,127,1094,6,1.22.83,6.1,9,9,9,4
HELENE CHARISMA,J Moreira,J Moore,115,1115,6,1.47.77,2.3,9,8,8,7
WESTERN EXPRESS,J Moreira,J Size,121,1255,9,1.21.65,3.2,11,11,9,1
ARIZONA BLIZZARD,J Moreira,J Size,123,1119,2,1.08.94,1.9,8,9,2,2
DOUBLE POINT,J Moreira,C Fownes,132,1038,9,1.42.44,12,7,5,6,10
MR KOOL,J Moreira,W Y So,132,1067,6,1.10.67,4.8,8,6,3,3
ARM RUNDA,J Moreira,J Size,129,1171,2,1.11.01,4.5,4,5,1,1
CIRCUIT KING,J Moreira,A S Cruz,133,1127,12,1.10.87,3.7,1,1,2,2
PREMIUM CHAMPION,J Moreira,C Fownes,133,1082,8,2.17.95,4.7,2,2,2,4
FLYING FORCE,J Moreira,C H Yip,124,1051,4,1.11.28,3.1,3,4,11,11
VICTORY MACHINE,J Moreira,J Moore,121,1041,1,1.40.42,12,5,4,3,6
RAGING BULL,J Moreira,J Size,116,1138,5,1.10.50,3.1,2,2,4,4
SURE PEACE,J Moreira,J Moore,126,1150,12,1.38.89,4.1,11,7,3,2
BEAT THE CLOCK,J Moreira,J Size,133,1097,8,1.22.70,1.8,10,6,2,2
GORGEOUS AGAIN,J Moreira,C S Shum,129,1063,14,1.47.99,2.4,3,5,5,1
HAPPY HAPPY STAR,J Moreira,K L Man,127,1130,8,1.09.71,1.7,2,1,1,1
RED MARVEL,J Moreira,J Size,124,1099,4,1.38.02,3.5,2,4,3,2
SUPER WISE,J Moreira,C H Yip,129,1145,7,0.57.36,3.1,5,5,7,7
KING'S MAN,J Moreira,P F Yiu,131,1097,14,1.35.96,3.6,6,8,12,12
LET US WIN,J Moreira,J Moore,122,1119,9,1.34.87,10,10,9,8,9
HOUSE OF FUN,J Moreira,J Size,117,1229,8,1.08.79,2.4,3,3,1,1
VOLITATION,J Moreira,J Size,126,1135,1,1.21.40,2.4,6,4,3,1
OCEAN ROAR,J Moreira,A Lee,130,1205,4,0.57.07,5.3,1,1,1,1
PO CHING TREASURE,J Moreira,C Fownes,128,1069,12,1.40.05,4.6,8,7,7,5
ENSURING,J Moreira,J Size,131,1130,5,1.39.61,8.2,10,10,11,4
GRACYDAD,J Moreira,D J Hall,128,1091,1,1.10.25,1.7,4,4,1,1
LOVE SHOCK,J Moreira,J Size,133,1289,12,1.10.29,3.6,6,6,4,4
SEA JADE,J Moreira,J Moore,115,1191,8,1.09.90,2,2,2,1,1
BASIC TRILOGY,J Moreira,J Moore,124,1205,4,1.39.68,4.8,9,11,11,9
EASY HEDGE,J Moreira,J Size,123,1094,3,1.49.94,2.4,4,4,4,6
CONSISTENT,J Moreira,T P Yung,133,969,11,1.10.56,5.5,9,11,11,11
NOTHINGILIKEMORE,J Moreira,J Size,117,1130,13,1.21.36,2.3,1,1,1,1
MOMENTUM LUCKY,J Moreira,J Size,133,1144,4,1.09.28,2.6,1,1,2,2
PENANG HALL,J Moreira,D J Hall,133,1235,13,1.22.68,5.5,13,13,11,3
ARIZONA BLIZZARD,J Moreira,J Size,126,1109,10,1.08.77,2.8,11,10,4,4
RESPECT,J Moreira,J Moore,127,1158,11,1.10.45,6.8,2,4,9,9
SUPER FORM,J Moreira,A T Millard,132,1101,5,1.48.45,5.6,8,10,9,5
ENSURING,J Moreira,J Size,116,1132,1,2.02.47,3.8,8,7,8,4
RAPPER DRAGON,J Moreira,J Moore,126,1167,4,1.46.98,1.7,6,8,8,1
WHO DAT SINGA,J Moreira,R Gibson,120,1163,11,1.22.07,3.9,6,3,3,3
SMART SALUTE,J Moreira,Y S Tsui,131,1103,2,1.40.55,2.5,3,3,3,1
SPINNING DANCER,J Moreira,K L Man,122,1055,1,1.40.31,2.5,6,6,5,1
G-ONE LOVER,J Moreira,C S Shum,121,1111,11,1.10.75,3.2,6,6,4,4
IMPERIAL SEAL,J Moreira,C Fownes,128,1113,10,1.41.93,2.2,1,1,2,10
TRIUMPHANT JEWEL,J Moreira,D Cruz,119,1122,2,0.57.51,11,7,7,8,8
PAKISTAN BABY,J Moreira,A S Cruz,130,1024,10,1.10.44,5.3,8,3,1,1
MONEY BOY,J Moreira,J Size,117,1065,2,1.09.91,3.2,2,2,7,7
CHEERFUL BOY,J Moreira,C S Shum,126,1089,2,1.39.65,2.9,1,1,1,2
PADDINGTON,J Moreira,W Y So,126,1136,4,0.57.79,7.1,5,4,7,7
INVINCIBLE DRAGON,J Moreira,J Moore,133,1169,13,1.34.55,2.8,7,7,6,2
TELECOM BOOM,J Moreira,Y S Tsui,118,1108,11,1.23.68,5.7,12,14,12,9
ABLE FRIEND,J Moreira,J Moore,126,1276,3,1.21.45,2.1,6,6,4,2
SOUL ACHIEVER,J Moreira,A T Millard,120,1160,7,1.23.48,5.1,10,10,10,9
DR LISTENING,J Moreira,J Size,128,1106,2,0.58.88,3.8,13,13,13,13
VITAL SPRING,J Moreira,J Size,125,1095,9,1.10.22,10,6,5,2,2
RAZOR QUEST,J Moreira,C W Chang,124,1072,6,1.34.60,3,11,10,9,5
MAMBO ROCK,J Moreira,D J Hall,121,1095,3,2.03.73,1.9,10,9,9,3
VIVACIOUS WINNER,J Moreira,D Cruz,116,1189,8,1.51.51,2.7,1,1,2,12
GRAND HARBOUR,J Moreira,C W Chang,133,1197,13,1.39.42,6.3,1,1,1,1
HELEN'S CHOICE,J Moreira,K W Lui,119,1212,4,1.11.44,7.7,11,11,12,12
TRAVEL AMBASSADOR,J Moreira,W Y So,126,1107,6,1.48.94,3.1,8,6,6,4
BORN DRAGON,J Moreira,C Fownes,118,1006,5,1.09.39,2.7,3,5,1,1
RED MARVEL,J Moreira,J Size,124,1100,12,1.38.96,7.1,3,3,3,6
EASY TOUCH,J Moreira,C S Shum,133,1195,1,1.09.71,3.1,4,2,1,1
MIGHTY MAVERICK,J Moreira,D Cruz,129,1143,2,1.21.19,7.1,6,6,5,1
PRAWN BABA,J Moreira,J Size,115,1077,9,1.46.44,3.1,7,8,5,1
DASHING DART,J Moreira,P O'Sullivan,133,1187,4,1.35.76,3.5,11,10,10,1
MR STUNNING,J Moreira,J Size,115,1104,6,0.55.65,1.8,5,2,1,1
VICTOR EMPEROR,J Moreira,C H Yip,132,1132,11,1.09.84,6.1,4,4,1,1
